TLO_Sequela_Code,Sequela,Health state name,Health state lay description,disability weight,lower,uppper
1508,Disfigurement level 2 with pain and moderate motor impairment due to other congenital musculoskeletal anomalies,Level 2 disfigurement with itch/pain and moderate motor impairment,(combined DW),0.237,0.163,0.324
1509,Disfigurement level 2 with pain and mild motor impairment due to other congenital musculoskeletal anomalies,Level 2 disfigurement with itch/pain and mild motor impairment,(combined DW),0.196,0.132,0.275
1510,Disfigurement level 2 with pain and mild motor impairment due to congenital limb deficiency,Level 2 disfigurement with itch/pain and mild motor impairment,(combined DW),0.196,0.132,0.275
1511,Disfigurement level 2 and mild motor impairment due to other congenital musculoskeletal anomalies,Level 2 disfigurement with mild motor impairment,(combined DW),0.076,0.051,0.112
1512,Disfigurement level 2 with pain and moderate motor impairment due to congenital limb deficiency,Level 2 disfigurement with itch/pain and moderate motor impairment,(combined DW),0.237,0.163,0.324
1513,Disfigurement level 2 and moderate motor impairment due to congenital limb deficiency,Level 2 disfigurement with moderate motor impairment,(combined DW),0.124,0.083,0.175
1514,Incontinence and impotence due to congenital anomalies of the urinary tract,urinary incontinence and impotence,(combined DW),0.154,0.105,0.214
1515,"Atypical genitalia, recurrent urinary tract infections or other abdominal issues and incontinence due to congenital anomalies of the urinary tract","Mild abdominopelvic problem, urinary incontinence, and level 1 disfigurement",(combined DW),0.158,0.108,0.218
1516,Atypical genitalia due to congenital genital anomalies,"Disfigurement, level 1","has a slight, visible physical deformity that others notice, which causes some worry and discomfort.",0.011,0.005,0.021
1517,"Atypical genitalia, incontinence and impotence due to congenital anomalies of the urinary tract","Mild abdominopelvic problem, urinary incontinence, and level 1 disfigurement",(combined DW),0.158,0.108,0.218
1518,Atypical genitalia due to congenital anomalies of the urinary tract,"Disfigurement, level 1","has a slight, visible physical deformity that others notice, which causes some worry and discomfort.",0.011,0.005,0.021
1519,Recurrent urinary tract infections or other abdominal issues due to congenital anomalies of the urinary tract,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.011,0.005,0.021
1520,"Incontinence, impotence, and recurrent urinary tract infections or other abdominal issues and impotence due to congenital anomalies of the urinary tract","Mild abdominopelvic problem, urinary incontinence, and impotence",(combined DW),0.163,0.112,0.225
1521,Recurrent urinary tract infections or other abdominal issues due to congenital genital anomalies,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.011,0.005,0.021
1522,Incontinence and recurrent urinary tract infections or other abdominal issues due to congenital anomalies of the urinary tract,Level 1 disfigurement and urinary incontinence,(combined DW),0.149,0.101,0.206
1523,"Atypical genitalia, incontinence, impotence, and recurrent urinary tract infections or other abdominal issues and impotence due to congenital anomalies of the urinary tract","Mild abdominopelvic problem, urinary incontinence, impotence, and level 1 disfigurement",(combined DW),0.172,0.118,0.239
1524,Primary infertility and recurrent urinary tract infections or other abdominal issues due to congenital genital anomalies,Mild abdominal pain and primary infertility,(combined DW),,,
1525,Asymptomatic congenital genital anomalies,Asymptomatic,--,,,
1526,Impotence due to congenital anomalies of the urinary tract,Impotence,has difficulty in obtaining or maintaining an erection.,0.017,0.009,0.03
1527,Impotence due to congenital genital anomalies,Impotence,has difficulty in obtaining or maintaining an erection.,0.017,0.009,0.03
1528,Incontinence due to congenital anomalies of the urinary tract,Urinary incontinence,cannot control urinating.,0.139,0.094,0.198
1529,Asymptomatic congenital anomalies of the urinary tract,Asymptomatic,--,,,
1530,"Atypical genitalia, infertility, impotence, and recurrent urinary tract infections or other abdominal issues and impotence due to congenital genital anomalies","Mild abdominopelvic problem,  primary infertility, impotence, and level 1 disfigurement",(combined DW),0.046,0.023,0.083
1531,"Infertility, impotence, and recurrent urinary tract infections or other abdominal issues and impotence due to congenital genital anomalies","Mild abdominopelvic problem,  primary infertility, and impotence",(combined DW),0.035,0.018,0.064
1532,Impotence and recurrent urinary tract infections or other abdominal issues due to congenital genital anomalies,Mild abdominopelvic problem and impotence,(combined DW),0.028,0.014,0.05
1533,Impotence and recurrent urinary tract infections or other abdominal issues due to congenital anomalies of the urinary tract,Mild abdominopelvic problem and impotence,(combined DW),0.028,0.014,0.05
1534,Primary infertility due to congenital genital anomalies,"Infertility, primary","wants to have a child and has a fertile partner, but the couple cannot conceive.",0.008,0.003,0.015
1535,"Atypical genitalia, recurrent urinary tract infections or other abdominal issues and infertility due to congenital genital anomalies","Mild abdominopelvic problem, level 1 disfigurement and primary infertility",(combined DW),0.029,0.014,0.055
1536,"Atypical genitalia, infertility and impotence due to congenital genital anomalies","Mild abdominopelvic problem, level 1 disfigurement and primary infertility",(combined DW),0.029,0.014,0.055
1537,Atypical genitalia and primary infertility due to congenital genital anomalies,Disfigurement level 1 and primary infertility,(combined DW),,,
1538,Atypical genitalia and impotence due to congenital anomalies of the urinary tract,Level 1 disfigurement and impotence,(combined DW),0.028,0.014,0.05
1539,"Atypical genitalia, recurrent urinary tract infections or other abdominal issues and impotence due to congenital genital anomalies","Mild abdominopelvic problem, level 1 disfigurement and impotence",(combined DW),0.039,0.02,0.07
1540,"Atypical genitalia, recurrent urinary tract infections or other abdominal issues and impotence due to congenital anomalies of the urinary tract","Mild abdominopelvic problem, level 1 disfigurement and impotence",(combined DW),0.039,0.02,0.07
